u,g,r,i,z,label,z1,zerr
19.55178,18.54812,18.06986,17.71996,17.59386,GALAXY,0.1016081,7.74E-06
18.01429,16.55831,15.93076,15.58446,15.32455,GALAXY,0.03953636,1.82E-05
18.69739,16.84985,15.9999,15.59159,15.30323,GALAXY,0.03718522,1.35E-05
18.40887,17.23307,16.85048,16.53688,16.4883,GALAXY,0.09864824,7.16E-06
18.07262,16.76207,16.2438,15.9452,15.74417,GALAXY,0.03570616,1.48E-05
19.54144,17.92003,17.06608,16.60825,16.25935,GALAXY,0.03984212,9.07E-06
19.52234,18.06841,17.15145,16.68262,16.34066,GALAXY,0.110791,2.45E-05
19.33163,17.83261,17.22706,16.85697,16.62718,GALAXY,0.06303427,1.79E-05
19.2285,17.23953,16.28407,15.86064,15.49925,GALAXY,0.1052461,1.56E-05
19.52687,17.39219,16.42927,15.94191,15.61958,GALAXY,0.08291423,2.26E-05
19.40529,17.42413,16.40517,15.94863,15.59885,GALAXY,0.08204257,1.37E-05
19.5759,19.16357,18.77801,18.78913,18.82808,QSO,0.9903712,0.000547615
18.34312,16.57147,15.74618,15.32857,15.02875,GALAXY,0.04337776,1.61E-05
19.43814,18.04907,17.4306,17.05883,16.77461,GALAXY,0.06282692,8.09E-06
19.23803,17.70543,16.64808,16.15483,15.81338,GALAXY,0.1666466,3.38E-05
19.17035,18.71369,17.95276,17.66958,17.19107,QSO,0.2976846,3.72E-05
18.77807,15.2265,14.30361,13.80815,13.60167,GALAXY,0.05009068,1.44E-05
19.48486,17.9866,17.29547,16.90973,16.58776,GALAXY,0.07369976,1.61E-05
18.59455,17.74814,17.31001,16.94937,16.88634,GALAXY,0.07249342,7.56E-06
18.08968,16.91251,16.37101,16.0501,15.81123,GALAXY,0.055591,8.43E-06
18.72501,17.06077,16.25701,15.81523,15.49536,GALAXY,0.04824405,1.73E-05
19.00362,17.43961,16.65048,16.23794,15.90045,GALAXY,0.07867321,1.10E-05
19.4314,17.19241,16.11312,15.62279,15.25564,GALAXY,0.1033887,2.12E-05
18.27802,16.98781,16.40463,16.07554,15.86275,GALAXY,0.06944715,1.13E-05
19.37119,17.28708,16.31174,15.892,15.53032,GALAXY,0.08756711,1.60E-05
18.99195,17.63707,16.90665,16.48769,16.21585,GALAXY,0.09800801,1.07E-05
19.51654,19.07518,18.9475,18.68642,18.57613,QSO,1.40466,0.000610441
18.66571,17.37289,16.7626,16.41144,16.17375,GALAXY,0.04009522,1.37E-05
18.0821,16.85457,16.29465,16.05647,15.82867,GALAXY,0.03675245,1.87E-05
18.64748,16.64394,15.71544,15.27061,14.93721,GALAXY,0.04046928,1.06E-05
19.03722,17.18621,16.29763,15.87231,15.54877,GALAXY,0.05953436,1.91E-05
18.55595,17.24452,16.60869,16.21843,15.98044,GALAXY,0.08698851,1.02E-05
18.85003,18.5427,18.413,18.19959,18.13386,QSO,0.5039661,0.000104551
19.40612,18.28019,18.15824,17.90548,17.48795,GALAXY,0.04461024,9.80E-06
19.2394,17.9398,17.29967,16.87561,16.65791,GALAXY,0.1014302,6.28E-06
18.9639,18.93299,18.75687,18.78906,18.88455,QSO,1.308618,0.000351083
18.07692,16.34651,15.53429,15.15098,14.87882,GALAXY,0.0403848,1.27E-05
19.31977,19.05074,18.92003,19.02408,18.94522,QSO,0.9661823,0.000746079
18.92765,17.89193,17.55187,17.30722,17.22261,GALAXY,0.04466032,8.02E-06
19.53489,17.77706,16.68057,16.19652,15.84166,GALAXY,0.17298,2.61E-05
18.80301,17.67374,17.27074,17.03895,16.91035,GALAXY,0.05741844,1.17E-05
19.5802,18.12156,17.39491,16.93417,16.68737,GALAXY,0.1253612,5.28E-06
19.08323,18.14679,17.84285,17.66908,17.74056,GALAXY,0.1247994,5.95E-06
17.29466,16.07505,15.98103,16.01915,21.55704,GALAXY,0.03228151,8.62E-06
19.30682,17.3206,16.35139,15.87937,15.51949,GALAXY,0.05591104,1.13E-05
19.19229,18.79525,18.66371,18.54386,18.41139,QSO,2.025719,0.001006422
19.44478,17.54176,16.52184,16.0347,15.62191,GALAXY,0.08740792,3.50E-05
19.03056,17.11201,16.16681,15.7736,15.43771,GALAXY,0.09133035,1.49E-05
19.40234,19.14412,18.91142,18.68113,18.51703,QSO,1.989636,0.000517163
19.55494,18.43034,17.79137,17.43875,17.1964,GALAXY,0.1083175,1.31E-05
19.08776,18.88416,18.74865,18.46351,18.29315,QSO,1.928066,0.000481234
18.3791,16.95609,16.34124,16.00463,15.76124,GALAXY,0.03098551,1.98E-05
17.55011,15.98558,15.18659,14.72459,14.35868,GALAXY,0.04018095,1.27E-05
17.93556,16.82317,16.40943,16.1265,15.98132,GALAXY,0.0389646,8.71E-06
18.14589,16.44271,15.6287,15.24817,14.95149,GALAXY,0.03425819,1.25E-05
18.84406,17.2938,16.50091,16.10854,15.81238,GALAXY,0.09051508,1.66E-05
19.54063,18.02735,17.17544,16.71364,16.39715,GALAXY,0.153497,1.38E-05
19.40802,17.58403,16.58448,16.1228,15.74295,GALAXY,0.107821,2.15E-05
19.18889,17.96584,17.47905,17.2296,17.03019,GALAXY,0.03329501,2.70E-05
16.98948,15.8681,15.33698,15.0175,14.84769,GALAXY,0.03063598,8.47E-06
19.54877,17.73306,16.64412,16.03586,15.57637,GALAXY,0.08413029,1.80E-05
18.17503,16.99623,16.51552,16.23248,16.02033,GALAXY,0.03381639,1.40E-05
18.29261,16.98888,16.33738,15.95009,15.68837,GALAXY,0.06512222,1.01E-05
18.76368,17.20187,16.42368,16.01982,15.7046,GALAXY,0.09072977,2.15E-05
19.00311,17.84478,17.3606,17.06992,16.89672,GALAXY,0.08168125,7.67E-06
19.06444,18.88921,18.89221,18.63461,18.58558,QSO,1.871934,0.00034899
17.49697,16.45788,16.13538,15.90047,15.71127,GALAXY,0.04035633,6.79E-06
18.56324,16.83277,15.90207,15.38827,14.96519,GALAXY,0.0373176,1.20E-05
19.13247,18.04331,17.65423,17.41686,17.32822,GALAXY,0.01553768,1.00E-05
17.9434,16.90938,16.48657,16.22512,16.12705,GALAXY,0.03233883,7.33E-06
18.47565,16.56551,15.63822,15.18519,14.81368,GALAXY,0.07259209,1.79E-05
17.98772,15.99074,15.07342,14.6473,14.28045,GALAXY,0.06226562,1.36E-05
19.03057,18.83711,18.80439,18.66487,18.22353,QSO,0.3860199,6.86E-05
17.80914,16.34869,15.66137,15.29719,15.02651,GALAXY,0.03211106,1.11E-05
19.07749,17.91022,17.42635,17.13414,16.90184,GALAXY,0.07164539,1.46E-05
18.52554,17.35286,16.85575,16.60295,16.54237,GALAXY,0.02970286,1.48E-05
19.35546,18.07991,17.51988,17.16161,16.98757,GALAXY,0.1194345,8.63E-06
17.8649,16.68023,16.18909,15.91307,15.74092,GALAXY,0.03413175,1.26E-05
19.41879,19.16678,19.03801,18.64228,18.54083,QSO,1.851942,0.000479367
19.31559,18.7886,18.79405,18.59576,18.62749,QSO,0.5488515,4.57E-05
17.432,16.61049,16.26888,16.10679,16.0484,GALAXY,0.01603515,6.29E-06
17.77944,16.41833,15.79903,15.4592,15.17082,GALAXY,0.0361417,1.18E-05
19.2633,18.06621,17.53423,17.2169,17.05169,GALAXY,0.04632113,7.09E-06
18.25493,16.36713,15.51191,15.0999,14.78769,GALAXY,0.03988366,1.42E-05
17.94932,16.66144,16.01012,15.6447,15.35807,GALAXY,0.03384995,1.53E-05
18.97213,18.53676,18.5828,18.34936,18.29215,QSO,0.5228189,0.000154748
19.24592,17.47646,16.47817,16.04472,15.68851,GALAXY,0.1228459,2.82E-05
17.70695,16.31486,15.718,15.41039,15.24352,GALAXY,0.02424728,1.50E-05
19.21385,17.14098,15.99594,15.509,15.10908,GALAXY,0.1213813,2.30E-05
17.9433,16.51046,15.86447,15.57901,15.42299,GALAXY,0,0
18.66115,17.78911,17.85096,17.75711,17.76518,GALAXY,0.03313043,6.07E-06
19.22192,18.64595,18.15525,17.98615,17.77638,QSO,1.035758,0.000136286
19.47897,17.64455,16.69021,16.26843,15.91963,GALAXY,0.08472162,1.85E-05
19.12211,18.17797,17.82643,17.72622,17.52042,GALAXY,0.0227506,5.14E-06
19.04832,17.81307,17.20819,16.79394,16.59523,GALAXY,0.04997711,6.17E-06
19.21957,17.69637,16.97105,16.58677,16.27629,GALAXY,0.07196514,1.41E-05
19.23373,18.27798,17.87737,17.63932,17.73676,GALAXY,0.02351512,7.00E-06
19.28121,17.80231,17.05345,16.64937,16.41799,GALAXY,0.0566049,1.84E-05
19.37716,18.27439,17.79255,17.50239,17.31034,GALAXY,0.0468028,8.08E-06
19.21855,18.02156,17.69253,17.46486,17.33395,GALAXY,0.05033941,5.76E-06
19.48352,18.24465,17.69115,17.42716,17.22911,GALAXY,0.05397779,2.27E-05
19.01298,17.66614,17.16999,16.82669,16.5809,GALAXY,0.04351588,5.99E-06
19.23185,18.07982,17.5792,17.26785,17.10858,GALAXY,0.05702677,7.07E-06
18.66692,17.36525,16.4879,16.06132,15.71429,GALAXY,0.03173916,8.06E-06
19.19721,17.39812,16.52166,16.10666,15.79848,GALAXY,0.05152703,1.71E-05
19.24219,18.10302,17.45281,17.06122,16.83007,GALAXY,0.1151021,9.65E-06
19.4012,17.60235,16.79702,16.37759,16.1114,GALAXY,0.04710765,1.28E-05
19.44481,18.59651,17.71866,17.24734,16.95535,GALAXY,0.2187048,1.66E-05
19.16707,17.12117,16.17756,15.72758,15.36522,GALAXY,0.06035966,1.14E-05
19.14944,18.74027,18.6884,18.77106,18.67877,QSO,0.6976868,9.45E-05
19.41949,18.10726,17.47618,17.13251,16.95683,GALAXY,0.06014679,1.18E-05
18.07818,16.80406,16.38916,16.07669,15.84969,GALAXY,0.04563338,7.10E-06
18.60858,18.3943,17.97889,17.67771,17.41788,QSO,0.2472486,3.69E-05
18.74912,17.86992,17.59412,17.33789,17.19422,GALAXY,0.04260375,6.21E-06
19.35455,17.41448,16.39841,15.92917,15.58894,GALAXY,0.08795543,1.68E-05
18.65794,16.69159,15.76261,15.31958,14.96894,GALAXY,0.0719265,1.60E-05
18.09997,16.00041,15.10419,14.73239,14.42586,GALAXY,0.06337719,1.45E-05
19.41375,18.36662,17.98418,17.70227,17.62881,GALAXY,0.06383588,6.25E-06
19.1525,17.55254,16.62545,16.12318,15.75623,GALAXY,0.08835858,7.74E-06
18.03883,17.87996,17.76252,17.50069,17.47451,QSO,1.832262,0.000210074
18.68451,17.36049,16.58759,16.17234,15.90225,GALAXY,0.117131,1.30E-05
19.34408,18.1724,17.72713,17.30361,17.18893,GALAXY,0.09669328,6.98E-06
18.48098,17.27297,16.90803,16.69208,16.51228,GALAXY,0.03428723,7.43E-06
19.56538,18.31306,17.66084,17.2658,17.08236,GALAXY,0.08724774,9.22E-06
18.59838,17.48153,17.03096,16.78446,16.72504,GALAXY,0.02824064,1.32E-05
19.2772,17.7157,16.96417,16.56493,16.27578,GALAXY,0.08137935,1.40E-05
18.74722,18.41046,18.4446,18.33002,18.29372,QSO,0.5288207,7.82E-05
18.07784,17.02993,16.6021,16.24635,16.0947,GALAXY,0.07032418,7.54E-06
19.26852,18.01872,17.12155,16.65332,16.34414,GALAXY,0.1426824,1.40E-05
19.21949,19.10641,19.04698,18.85663,18.64698,QSO,2.094492,0.000366845
17.11411,16.66315,16.79179,16.76139,16.83118,QSO,0.6598706,5.75E-05
19.38947,17.45104,16.649,16.25282,16.00753,GALAXY,0.04896773,3.80E-05
19.39175,18.05784,17.48138,17.15314,17.01118,GALAXY,0.05804821,2.07E-05
19.46711,18.32313,17.53668,17.09844,16.85631,GALAXY,0.2001764,1.46E-05
18.82431,18.62012,18.37609,18.26865,18.21689,QSO,1.180146,0.000829663
17.87782,17.08236,16.72492,16.35497,16.29445,GALAXY,0.08986338,4.66E-06
19.59639,17.41135,16.3436,15.85684,15.51766,GALAXY,0.1072435,2.41E-05
18.74471,16.66364,15.59631,15.1408,14.75724,GALAXY,0.1149281,2.31E-05
19.21702,17.85112,17.21729,16.80511,16.55146,GALAXY,0.07840566,7.20E-06
19.17809,18.70228,18.36575,18.26985,18.08779,QSO,0.8808028,0.000208421
19.14524,17.26196,16.41585,15.98944,15.64431,GALAXY,0.03462844,1.48E-05
18.79416,18.45532,18.51229,18.39048,18.37384,QSO,0.5228001,3.42E-05
19.3513,17.06789,16.21167,15.70795,15.34099,GALAXY,0.08013385,2.07E-05
19.49248,18.0362,17.2309,16.8129,16.47028,GALAXY,0.1002306,1.95E-05
18.83772,17.81129,17.20326,16.81054,16.57127,GALAXY,0.1432369,9.41E-06
18.84848,17.3906,16.69987,16.30912,16.03756,GALAXY,0.08874948,1.44E-05
17.61806,16.28516,15.66606,15.31884,15.0715,GALAXY,0.04878682,1.03E-05
17.2214,15.35128,14.43629,14.00034,13.68655,GALAXY,0.05276521,1.21E-05
18.05426,16.15594,15.29721,14.89131,14.56808,GALAXY,0.03677271,8.87E-06
18.11351,16.92138,16.46234,16.16046,16.02603,GALAXY,0.05721882,7.23E-06
17.61622,15.64976,14.76758,14.34362,14.01917,GALAXY,0.03934466,1.17E-05
19.30116,17.56784,16.69178,16.24628,15.91595,GALAXY,0.09419625,1.98E-05
19.13751,18.77555,18.6951,18.79952,18.71408,QSO,0.8027703,0.000176224
19.3243,17.92082,17.45204,17.1862,17.06619,GALAXY,0.04449686,8.67E-06
18.20347,16.78806,16.04296,15.59242,15.27553,GALAXY,0.056334,8.75E-06
17.91611,15.90546,15.00266,14.55802,14.18819,GALAXY,0.03644737,1.01E-05
19.58564,17.99824,17.21292,16.7793,16.49318,GALAXY,0.08458342,1.05E-05
19.23429,17.98899,17.36533,17.00182,16.76922,GALAXY,0.1436511,8.45E-06
16.18837,15.37546,14.92769,14.781,14.61171,GALAXY,0.009140005,4.37E-06
19.00863,17.76997,16.88644,16.42033,16.12969,GALAXY,0.1738775,1.96E-05
19.54261,18.35418,17.60875,17.17249,16.91446,GALAXY,0.183773,1.17E-05
18.98437,17.91656,17.62132,17.3102,17.30299,GALAXY,0.1088345,7.81E-06
17.81947,16.89897,16.43072,16.05835,15.86384,GALAXY,0.03980023,7.11E-06
19.46564,18.34459,17.72209,17.39821,17.12227,GALAXY,0.1338923,1.28E-05
18.36845,17.08405,16.47112,16.12053,15.85874,GALAXY,0.09316421,9.03E-06
19.27727,17.85695,17.11864,16.69312,16.4556,GALAXY,0.1508117,1.18E-05
18.69467,17.2713,16.43734,15.99163,15.69522,GALAXY,0.09458002,1.32E-05
18.88134,17.75921,17.31959,17.00198,16.83476,GALAXY,0.06338593,8.82E-06
19.16311,17.49314,16.40088,15.96027,15.58626,GALAXY,0.1377482,2.28E-05
19.47674,17.95767,17.43525,17.13497,17.04401,GALAXY,0.1019792,8.92E-06
18.609,17.59528,17.14993,16.87363,16.87432,GALAXY,0.05857996,6.64E-06
19.24437,17.84476,17.15234,16.77283,16.56017,GALAXY,0.1179339,3.50E-05
18.70234,17.74104,17.46967,17.23203,17.11209,GALAXY,0.06275139,5.66E-06
17.96983,16.91045,16.45165,16.18305,15.97665,GALAXY,0.03174024,7.48E-06
16.97253,15.84024,15.26756,14.94477,14.73667,GALAXY,0.02879328,9.29E-06
16.55472,15.02606,14.26585,13.87919,13.58745,GALAXY,0.03439995,1.73E-05
19.59221,19.01428,18.3161,17.85467,17.6452,QSO,0.2257944,4.68E-05
18.63297,17.45973,16.96751,16.64562,16.47911,GALAXY,0.0592932,8.39E-06
18.4409,16.56089,15.58011,15.12925,14.73629,GALAXY,0.1009354,2.22E-05
19.13853,17.70413,17.08914,16.78196,16.57203,GALAXY,0.04194733,1.49E-05
18.83259,17.94355,17.64308,17.41248,17.40456,GALAXY,0.1299987,6.66E-06
19.57113,17.78498,16.91531,16.50571,16.17825,GALAXY,0.09280872,1.69E-05
19.57118,17.95683,17.17593,16.67397,16.4052,GALAXY,0.07245733,9.27E-06
18.82329,17.6413,17.19423,16.90568,16.72177,GALAXY,0.04806345,8.57E-06
17.95186,16.39555,15.64521,15.22687,14.93256,GALAXY,0.03157403,1.95E-05
19.48318,18.22217,17.7042,17.36274,17.23194,GALAXY,0.08975511,8.92E-06
19.54161,19.08647,19.26629,18.69432,19.24847,GALAXY,0.08990963,1.38E-05
17.8152,15.6192,14.55762,14.00181,13.53691,GALAXY,0.03391345,1.22E-05
18.81309,17.05436,16.20881,15.75726,15.42534,GALAXY,0.0386613,1.19E-05
18.00816,16.02841,15.10079,14.64674,14.26406,GALAXY,0.03076948,1.05E-05
18.90525,17.79468,17.28028,16.8442,16.69634,GALAXY,0.08290289,7.15E-06
19.40812,19.19881,19.18294,18.99984,18.85971,QSO,0.7059504,0.000225272
18.78749,16.57283,15.54279,15.08079,14.70424,GALAXY,0.08154082,1.72E-05
19.5201,19.15639,18.95407,18.70362,18.35722,QSO,2.143911,0.000332557
18.09374,17.06137,16.64683,16.41187,16.24242,GALAXY,0.03096835,7.36E-06
18.54813,16.89344,16.03975,15.56883,15.21247,GALAXY,0.08368494,1.48E-05
19.50884,17.40571,16.49111,16.05003,15.708,GALAXY,0.08512215,2.39E-05
18.56527,16.86339,15.95728,15.48873,15.15139,GALAXY,0.08297945,2.38E-05
17.71406,16.74365,16.35971,16.13214,16.07458,GALAXY,0.03870906,7.00E-06
19.47363,18.3535,17.92342,17.65769,17.46869,GALAXY,0.0596149,8.78E-06
18.86312,17.78065,17.24653,16.83691,16.65052,GALAXY,0.1224717,6.61E-06
18.02804,16.29349,15.50088,15.1108,14.83538,GALAXY,0.0160129,8.35E-06
19.16627,17.2446,16.20593,15.76982,15.40262,GALAXY,0.101266,2.29E-05
19.25155,18.88568,18.89393,18.73955,18.75771,QSO,0.6705613,0.000163806
19.28348,17.7912,17.20402,16.85209,16.6326,GALAXY,0.08437166,9.11E-06
18.42218,16.61096,15.78267,15.39093,15.08971,GALAXY,0.06297565,1.01E-05
17.444,15.55921,14.68287,14.25642,13.94874,GALAXY,0.04415566,1.33E-05
19.53704,17.37334,16.3411,15.89552,15.49066,GALAXY,0.1032397,2.38E-05
18.54828,17.08796,16.40296,16.02355,15.7065,GALAXY,0.08493466,1.42E-05
18.85102,17.57139,17.02003,16.65167,16.42684,GALAXY,0.04741354,6.64E-06
19.48294,17.7887,16.90932,16.4662,16.14483,GALAXY,0.05365143,2.00E-05
18.62774,17.72056,17.41196,17.15234,17.12911,GALAXY,0.1405088,8.83E-06
19.27327,18.0485,17.41587,17.12903,17.38301,GALAXY,0.03672285,3.18E-05
17.61313,15.61918,14.75577,14.33036,13.98119,GALAXY,0.0367478,9.85E-06
18.65772,16.8885,15.96434,15.45432,15.04972,GALAXY,0.05401491,1.39E-05
19.46404,18.22549,17.80335,17.47301,17.26234,GALAXY,0.06500268,6.01E-06
19.06277,17.28477,16.51283,16.05157,15.74716,GALAXY,0.09512746,3.72E-05
19.09699,17.64696,16.97334,16.62244,16.36716,GALAXY,0.04336397,1.67E-05
17.88018,16.58797,16.09346,15.7943,15.54705,GALAXY,0.04712719,1.30E-05
18.26576,16.18537,15.14101,14.66111,14.2765,GALAXY,0.07964274,1.68E-05
17.59428,16.17656,15.47968,15.10203,14.79456,GALAXY,0.03047445,1.17E-05
19.52726,19.28742,18.95791,18.90676,19.03019,QSO,1.326575,0.000325209
19.23796,17.38467,16.55247,16.12513,15.79852,GALAXY,0.03190232,1.27E-05
19.47924,17.50446,16.44192,15.95401,15.57601,GALAXY,0.1021039,1.96E-05
18.82086,17.151,16.46615,16.12498,15.90637,GALAXY,0.03610041,1.11E-05
18.86527,17.70615,17.36039,17.12644,17.01694,GALAXY,0.04269248,5.89E-06
18.6659,17.54488,17.22667,17.00934,16.87521,GALAXY,0.04357061,6.29E-06
18.91426,17.59751,17.02116,16.65621,16.45042,GALAXY,0.08931669,6.53E-06
19.47416,18.14868,17.60215,17.26553,16.9839,GALAXY,0.03603932,2.31E-05
19.04599,16.86605,15.82945,15.38804,15.01813,GALAXY,0.1038244,2.12E-05
18.04966,16.25224,15.40717,15.01168,14.70324,GALAXY,0.04298425,1.38E-05
18.6009,17.1053,16.37707,15.9738,15.65038,GALAXY,0.09425216,2.56E-05
19.4355,17.54337,16.43337,15.98092,15.64231,GALAXY,0.1405775,2.24E-05
19.46123,17.3126,16.26643,15.8056,15.41565,GALAXY,0.08304635,1.93E-05
19.37264,17.92285,17.22577,16.8076,16.5093,GALAXY,0.05175566,1.20E-05
18.73256,17.60905,17.27039,17.04193,16.92657,GALAXY,0.05849016,6.37E-06
16.68943,14.94547,14.13508,13.73044,13.40765,GALAXY,0.03200922,1.12E-05
19.31683,17.362,16.43618,16.02641,15.66214,GALAXY,0.08081355,1.68E-05
18.7513,17.64698,17.22137,16.98217,16.8488,GALAXY,0.03168968,6.37E-06
19.49263,17.86675,17.34218,17.00857,16.81089,GALAXY,0.07245377,1.01E-05
19.32957,17.44461,16.59769,16.16917,15.86265,GALAXY,0.07987914,2.58E-05
18.68007,17.63414,17.1271,16.78539,16.52649,GALAXY,0.03531595,5.84E-06
18.47315,16.71629,15.79555,15.2907,14.86823,GALAXY,0.03673422,1.26E-05
19.40505,17.95015,17.05411,16.63627,16.29253,GALAXY,0.1324844,3.76E-05
19.1981,17.29424,16.19691,15.71376,15.31332,GALAXY,0.1245579,1.47E-05
19.21269,18.13825,17.68664,17.38194,17.13057,GALAXY,0.03558443,7.50E-06
19.39542,18.28989,17.45496,16.96535,16.69414,GALAXY,0.1697828,9.04E-06
19.30557,17.66356,16.89116,16.54008,16.27214,GALAXY,0.03832347,2.44E-05
18.50574,18.30211,18.20177,18.08856,18.04974,QSO,0.7180286,0.00015266
18.61496,16.82117,15.99102,15.5658,15.2104,GALAXY,0.04609774,1.35E-05
18.68113,16.76196,15.84542,15.38902,15.05931,GALAXY,0.06381133,1.54E-05
18.7791,17.67896,17.20466,16.8909,16.75161,GALAXY,0.03880695,1.05E-05
18.82436,17.67081,17.22461,17.00447,17.02605,GALAXY,0.03483244,1.51E-05
18.87167,18.15693,18.08402,17.88235,17.74306,GALAXY,0.03757732,6.12E-06
18.76998,16.79714,15.87422,15.4444,15.13555,GALAXY,0.07063895,1.72E-05
19.10962,17.15932,16.30485,15.90112,15.58317,GALAXY,0.04146732,1.33E-05
19.24833,18.85593,18.37159,18.12941,17.79619,QSO,0.2698135,5.90E-05
18.78354,16.87487,16.03305,15.62616,15.30727,GALAXY,0.03635937,1.20E-05
18.7173,17.6638,17.26534,16.98587,16.82664,GALAXY,0.04048146,5.39E-06
18.39362,16.65685,15.82349,15.42177,15.13536,GALAXY,0.05641713,1.91E-05
19.08538,17.50343,16.68149,16.17463,15.87817,GALAXY,0.1377381,1.57E-05
18.78553,17.30034,16.43859,15.97835,15.64869,GALAXY,0.1275975,1.55E-05
18.20104,16.33626,15.46299,15.03737,14.67244,GALAXY,0.03306362,1.12E-05
18.26103,16.40471,15.57076,15.1804,14.85583,GALAXY,0.03807126,1.09E-05
18.19616,16.34795,15.41294,14.92487,14.53347,GALAXY,0.05109692,1.24E-05
18.61688,16.80145,15.94408,15.52365,15.22865,GALAXY,0.07095841,9.38E-06
18.75303,16.91026,15.94629,15.48104,15.11666,GALAXY,0.03846418,1.55E-05
19.21065,17.49512,16.91265,16.62599,16.39989,GALAXY,0.03227177,1.43E-05
19.06766,17.71879,17.15232,16.85414,16.57808,GALAXY,0.03514919,1.41E-05
18.30686,16.77272,15.85075,15.40176,15.02303,GALAXY,0.1301286,1.68E-05
16.98649,15.05316,14.19823,13.74684,13.41872,GALAXY,0.03671683,1.07E-05
18.81605,16.97453,16.18484,15.79609,15.49453,GALAXY,0.03539241,1.54E-05
18.39177,16.29786,15.30407,14.80191,14.44597,GALAXY,0.06979388,1.24E-05
17.98551,16.12853,15.30928,14.90454,14.57233,GALAXY,0.03351655,1.00E-05
17.00221,15.04427,14.1961,13.75535,13.42978,GALAXY,0.03300143,8.49E-06
19.02735,18.94204,18.74577,18.8405,18.8643,QSO,1.005497,0.000387542
18.37836,16.80905,16.03352,15.62115,15.311,GALAXY,0.07152149,1.28E-05
19.27385,19.27125,19.14987,19.18417,19.1608,QSO,1.124104,0.000656085
17.2137,15.43009,14.59463,14.18644,13.87361,GALAXY,0.04346136,9.25E-06
19.15963,18.95314,18.73791,18.52808,18.53368,QSO,1.504289,0.000271509
19.13821,18.98673,18.81612,18.79248,18.83765,QSO,1.204891,0.000373089
18.43765,16.59581,15.79558,15.42402,15.14913,GALAXY,0.03829553,1.07E-05
18.87621,17.6137,16.89275,16.61024,16.21946,GALAXY,0.1190428,1.46E-05
16.4257,14.7968,14.08716,13.71574,13.4067,GALAXY,0.03678986,1.21E-05
19.17929,18.2388,17.81231,17.51699,17.44614,GALAXY,0.1426927,6.99E-06
19.00507,17.32536,16.52397,16.06699,15.7179,GALAXY,0.06201312,1.72E-05
19.38325,17.70042,16.71161,16.26268,15.93032,GALAXY,0.1379225,2.69E-05
18.38836,16.61981,15.71016,15.2365,14.89881,GALAXY,0.07300936,1.34E-05
17.12797,15.17667,14.27136,13.8477,13.54032,GALAXY,0.03805827,1.00E-05
19.18702,17.34686,16.42866,15.98215,15.67013,GALAXY,0.08816858,1.89E-05
19.41487,17.34537,16.25627,15.77618,15.35829,GALAXY,0.1108247,2.79E-05
19.21008,17.20735,16.26404,15.82773,15.50287,GALAXY,0.07968588,2.26E-05
18.03474,16.00535,15.12771,14.66169,14.35135,GALAXY,0.03395283,1.15E-05
18.9257,17.05816,16.15614,15.71806,15.39639,GALAXY,0.08947493,1.67E-05
19.48254,18.33596,17.84803,17.61777,17.60576,GALAXY,0.0799078,1.05E-05
18.97218,18.00565,17.47778,17.16461,17.00637,GALAXY,0.1197417,7.73E-06
19.02872,17.03989,16.09333,15.64433,15.29043,GALAXY,0.07186251,1.27E-05
18.39586,16.38228,15.45901,15.02812,14.70049,GALAXY,0.07046801,1.92E-05
18.40924,16.8824,16.16241,15.72584,15.42317,GALAXY,0.06853046,9.19E-06
19.07968,17.01163,16.0304,15.57275,15.18457,GALAXY,0.05871984,1.63E-05
19.0982,17.5402,16.74135,16.34132,16.01862,GALAXY,0.05836785,1.41E-05
19.4845,17.48037,16.44723,15.96986,15.58179,GALAXY,0.09357972,2.09E-05
18.38715,16.57021,15.67563,15.22178,14.89034,GALAXY,0.04085286,1.37E-05
18.83176,17.11387,16.263,15.81567,15.47504,GALAXY,0.05007326,1.11E-05
19.40615,18.04338,17.35272,16.97841,16.79599,GALAXY,0.1109157,2.60E-05
19.53678,18.35116,17.38003,16.95048,16.67303,GALAXY,0.09175392,1.12E-05
19.2478,18.11334,17.52073,17.08886,16.87381,GALAXY,0.1057798,7.27E-06
17.87885,16.39457,15.68124,15.27401,14.99212,GALAXY,0.07471804,1.51E-05
19.07331,17.32972,16.44612,15.95073,15.54954,GALAXY,0.1024361,1.46E-05
18.78788,17.49784,17.01528,16.68122,16.48363,GALAXY,0.05192873,6.86E-06
19.19716,17.38456,16.42476,15.96406,15.60926,GALAXY,0.09176955,1.92E-05
19.58534,18.20465,17.56779,17.19391,16.95425,GALAXY,0.1041893,1.78E-05
18.02236,16.88599,16.55738,16.33909,16.18972,GALAXY,0.04325182,6.83E-06
19.24928,18.21812,17.70428,17.4622,17.18999,GALAXY,0.09195687,1.24E-05
18.78547,17.00921,16.13955,15.71351,15.39227,GALAXY,0.08396457,1.36E-05
19.46838,17.53806,16.4764,16.01956,15.60653,GALAXY,0.1017553,2.15E-05
19.28676,18.29469,17.85024,17.57658,17.48872,GALAXY,0.04748249,7.47E-06
19.53964,19.35557,19.32833,19.01709,18.92697,QSO,1.81109,0.000455908
19.34102,17.42188,16.55277,16.15775,15.84792,GALAXY,0.04504274,1.36E-05
19.36013,17.81254,16.97145,16.52542,16.17433,GALAXY,0.09048611,1.38E-05
19.33139,18.06728,17.4167,17.01593,16.78829,GALAXY,0.09279557,8.48E-06
