u,g,r,i,z,label,z1,zerr
18.7864,17.64398,17.02888,16.58983,16.36032,GALAXY,0.07837499,6.97E-06
19.21679,17.47515,16.54587,16.01085,15.61602,GALAXY,0.08031505,1.25E-05
18.72352,18.35091,17.80463,17.37635,17.27488,QSO,0.1665748,4.81E-05
19.27794,17.7893,17.08624,16.7449,16.4733,GALAXY,0.03117881,1.32E-05
19.38122,19.3444,19.17156,19.07392,19.02711,QSO,1.412287,0.000892137
19.22526,17.42495,16.54692,16.06826,15.73521,GALAXY,0.07190284,1.57E-05
18.48249,16.7845,16.00117,15.63166,15.33718,GALAXY,0.05033249,1.84E-05
19.24618,18.09204,17.74473,17.50931,17.38871,GALAXY,0.04476599,7.81E-06
19.52337,18.15537,17.49799,17.07071,16.76569,GALAXY,0.04888058,6.98E-06
18.46389,17.54535,17.2909,17.03728,16.96245,GALAXY,0.05985648,5.48E-06
17.5113,16.17788,15.53744,15.20437,14.97243,GALAXY,0.02986682,9.49E-06
19.56281,19.33508,19.05674,19.00215,18.85867,QSO,1.074742,0.000664581
19.41821,17.61163,16.67021,16.25306,15.92841,GALAXY,0.1039993,3.60E-05
19.17887,18.38992,17.91574,17.55901,17.38946,GALAXY,0.08643691,9.24E-06
19.37042,19.08102,19.01362,19.06101,18.96531,QSO,0.7698019,0.000315129
19.31692,18.14223,17.58171,17.21023,17.04205,GALAXY,0.09852214,7.88E-06
17.23288,15.4798,14.61195,14.17818,13.84479,GALAXY,0.03673318,1.02E-05
19.31076,19.19343,19.03775,19.09825,19.21204,QSO,1.039194,0.000456551
18.45363,17.45302,17.28214,17.17951,17.12547,GALAXY,0.03426679,4.43E-06
18.9572,17.78409,17.16884,16.72509,16.53619,GALAXY,0.08965804,8.50E-06
19.06423,16.99721,16.06935,15.61068,15.29803,GALAXY,0.0622555,1.48E-05
18.89587,17.96275,17.69295,17.50111,17.35262,GALAXY,0.05205363,6.06E-06
18.80364,17.44621,17.10112,16.87394,16.66375,GALAXY,0.05801055,1.28E-05
16.12403,15.88729,15.67405,15.06682,15.14546,QSO,0.1103326,2.95E-05
17.48488,16.36138,15.82268,15.5012,15.27672,GALAXY,0,0
19.47543,18.01829,17.19618,16.75781,16.43745,GALAXY,0.1136284,1.42E-05
18.71173,16.79885,15.87374,15.42757,15.0843,GALAXY,0.06301435,1.61E-05
19.32899,18.33643,17.90231,17.57631,17.5197,GALAXY,0.1252785,8.46E-06
19.45554,19.39815,19.19664,19.17792,19.33729,QSO,1.296021,0.000341615
17.06082,15.75434,15.19404,14.87602,14.73775,GALAXY,0.03410664,7.92E-06
19.50331,19.03164,19.0652,19.00091,19.05737,QSO,0.632363,0.00015238
17.76019,16.09086,15.32325,14.89816,14.56999,GALAXY,0.03467658,1.10E-05
17.6246,15.78021,14.94408,14.52627,14.21191,GALAXY,0.03104935,8.80E-06
19.50127,19.34532,19.11018,19.10545,18.94364,QSO,0.988341,0.000375063
17.82213,16.65161,16.07816,15.77735,15.51153,GALAXY,0.03429101,1.17E-05
19.44508,19.30907,19.2185,18.92644,18.87704,QSO,1.848053,0.000335132
16.38795,15.8374,15.77495,15.79026,15.67816,GALAXY,0.01443401,4.09E-06
19.27258,18.79532,18.80963,18.99678,18.73983,QSO,0.7568728,7.22E-05
19.07203,17.82293,17.02264,16.57803,16.35199,GALAXY,0.1528269,1.79E-05
18.82345,17.66393,17.07996,16.83377,16.64867,GALAXY,0.03435051,1.49E-05
18.49455,17.74115,17.44187,17.25829,17.15969,GALAXY,0.03011577,7.34E-06
18.55762,17.66641,17.38878,17.25316,17.09855,GALAXY,0.01397078,5.42E-06
18.33377,16.42981,15.57648,15.18309,14.8324,GALAXY,0.03641488,1.08E-05
19.43347,18.26821,17.58691,17.14337,16.96637,GALAXY,0.138822,6.99E-06
19.54697,19.10122,18.90644,18.74649,18.54305,QSO,0.5035439,0.000135332
18.7236,17.5028,16.93175,16.58987,16.36319,GALAXY,0.07009692,9.55E-06
19.22087,17.93468,17.32004,16.88342,16.62801,GALAXY,0.06992459,6.43E-06
18.91142,17.26365,16.46092,16.04377,15.76589,GALAXY,0.09679752,1.92E-05
18.63692,16.7486,15.90949,15.51873,15.22424,GALAXY,0.0418366,1.10E-05
18.6062,16.70816,15.83402,15.40765,15.09064,GALAXY,0.0377271,1.37E-05
19.51665,18.06424,17.50018,16.83088,17.02753,GALAXY,0.1013127,9.52E-06
17.90574,16.05511,15.22035,14.81708,14.49218,GALAXY,0.03516573,9.32E-06
18.17053,16.38462,15.54385,15.13117,14.78777,GALAXY,0.03436609,1.14E-05
19.54284,17.56475,16.4031,15.89508,15.58782,GALAXY,0.1435662,1.99E-05
19.46305,17.75748,16.95336,16.4896,16.17658,GALAXY,0.0623524,8.37E-06
18.28238,17.09258,16.61845,16.32288,16.13283,GALAXY,0.05200407,9.89E-06
18.73773,17.10368,16.33684,15.97177,15.69115,GALAXY,0.03934124,1.84E-05
17.40427,16.39639,15.98674,15.73528,15.54082,GALAXY,0.03459258,6.34E-06
16.94712,15.29637,14.38857,13.97332,13.65661,GALAXY,0.03718847,1.85E-05
18.0372,16.26679,15.45598,15.06688,14.77205,GALAXY,0.03858748,1.09E-05
19.22417,17.18249,16.22604,15.78498,15.43962,GALAXY,0.09127199,1.81E-05
18.76221,16.82652,15.95196,15.51587,15.19236,GALAXY,0.03408817,1.32E-05
18.61315,17.21133,16.4914,16.04678,15.79732,GALAXY,0.09726917,6.28E-06
19.57708,18.40749,17.94196,17.60354,17.56749,GALAXY,0.09492292,9.91E-06
18.51599,17.09331,16.42625,16.06844,15.80845,GALAXY,0.03654934,1.02E-05
19.48559,19.08928,18.9972,18.68687,18.45025,QSO,0.4677526,5.15E-05
19.1433,17.44215,16.5726,16.13692,15.80538,GALAXY,0.07480025,1.27E-05
18.81904,17.02064,16.12387,15.68569,15.35098,GALAXY,0.06341101,1.82E-05
18.4306,17.22253,16.78774,16.47578,16.33786,GALAXY,0.05953775,7.61E-06
19.25498,18.67849,18.62745,18.48785,18.22224,QSO,2.356359,0.000208329
18.99267,17.12063,16.25444,15.81054,15.45518,GALAXY,0.0399843,1.26E-05
18.99698,18.12563,17.44249,17.11012,16.88941,QSO,1.148368,0.000185984
18.81391,17.48262,16.77995,16.43191,16.1629,GALAXY,0.0395794,1.68E-05
19.16348,17.5065,16.80956,16.47993,16.28633,GALAXY,0.03608681,2.06E-05
18.64426,17.69468,17.43238,17.23673,17.13712,GALAXY,0.03687998,1.62E-05
19.21874,17.16251,16.20385,15.74715,15.41557,GALAXY,0.07264594,1.47E-05
16.50618,15.43336,15.03583,14.81543,14.78392,GALAXY,0.01255102,6.99E-06
19.08244,18.02669,17.40622,17.03521,16.82709,GALAXY,0.1389222,7.23E-06
18.38948,16.334,15.4266,14.95682,14.58786,GALAXY,0.03737334,9.89E-06
18.91315,17.18878,16.38345,16.01715,15.73821,GALAXY,0.06265505,1.43E-05
19.01539,17.45155,16.70119,16.29317,15.99951,GALAXY,0.07140229,1.37E-05
19.56607,18.07757,17.40881,17.04643,16.81712,GALAXY,0.1063216,9.83E-06
18.90314,17.02947,16.17188,15.76865,15.44422,GALAXY,0.06343952,1.43E-05
18.56471,16.30422,15.27545,14.78575,14.45245,GALAXY,0.08402164,1.70E-05
19.09201,17.77589,17.22208,16.87672,16.70789,GALAXY,0.105492,1.02E-05
19.38768,18.23474,17.77633,17.44118,17.33978,GALAXY,0.0827881,1.08E-05
18.49134,16.54698,15.6759,15.24437,14.89759,GALAXY,0.03614409,1.09E-05
17.89815,16.97524,16.6962,16.50403,16.36794,GALAXY,0.0326996,5.15E-06
18.39494,17.20196,16.74143,16.41908,16.35954,GALAXY,0.06710297,7.08E-06
19.50159,17.53722,16.58821,16.16245,15.83133,GALAXY,0.08096118,1.76E-05
19.52475,17.6344,16.64686,16.22963,15.86447,GALAXY,0.1057716,1.55E-05
19.05468,17.77906,17.2294,16.88534,16.68464,GALAXY,0.07149484,9.36E-06
19.37509,17.88641,17.06941,16.63265,16.29271,GALAXY,0,0
19.59945,18.12457,17.17439,16.6835,16.33247,GALAXY,0.1279767,1.57E-05
18.41257,18.28475,18.09016,18.00622,17.68587,QSO,0.3725137,5.66E-05
19.56174,19.30687,19.14287,18.81574,18.73191,QSO,1.601908,0.000311237
19.30869,19.15405,18.87764,18.91937,18.97263,QSO,0.996748,0.000246529
18.56927,17.42479,16.96294,16.70529,16.52908,GALAXY,0.04218072,8.29E-06
18.48204,16.52585,15.65484,15.24091,14.89604,GALAXY,0.05645908,1.20E-05
18.69916,18.65025,18.5366,18.34029,18.19342,QSO,1.938196,0.000274843
18.45553,16.27141,15.22878,14.76778,14.41915,GALAXY,0.1034402,1.94E-05
18.17628,16.74098,15.97608,15.54866,15.28042,GALAXY,0.08465469,1.43E-05
18.42957,18.18966,18.2457,18.09268,18.08241,QSO,1.693843,0.000404229
19.51336,17.5119,16.54535,16.10505,15.74444,GALAXY,0.08423319,1.66E-05
19.59546,18.20659,17.49411,17.06202,16.79096,GALAXY,0.06841142,8.08E-06
18.0738,16.65414,16.01135,15.64024,15.42643,GALAXY,0.03952071,9.60E-06
19.43326,19.30753,18.98049,19.03793,19.00242,QSO,1.090154,0.000229733
19.10015,18.80016,18.63559,18.40046,18.40739,QSO,1.514294,0.000254939
19.51991,18.37838,17.87787,17.58082,17.45397,GALAXY,0.08779156,7.20E-06
19.56728,18.17566,17.41639,16.93562,16.6335,GALAXY,0.1309923,1.05E-05
17.90723,17.66869,17.50698,17.32869,17.28034,QSO,1.523973,0.000267874
19.39264,17.87392,17.09082,16.67539,16.34919,GALAXY,0.1024147,1.47E-05
19.08645,17.55724,16.77157,16.32629,16.04053,GALAXY,0.09682397,1.58E-05
19.36624,17.29088,16.26746,15.80202,15.43078,GALAXY,0.09542289,1.84E-05
19.12398,18.9215,18.84278,18.77318,18.6036,QSO,2.059358,0.000320427
19.40341,17.4683,16.47877,16.06062,15.71888,GALAXY,0.1065037,2.70E-05
19.21986,17.86207,17.27026,16.96259,16.72358,GALAXY,0.04710648,1.39E-05
19.54762,18.05642,17.27905,16.81482,16.44094,GALAXY,0.04924702,9.37E-06
18.95268,17.06549,16.235,15.82397,15.50989,GALAXY,0.04589208,1.24E-05
18.52005,18.41764,18.30017,18.38806,18.44546,QSO,1.211044,0.00030201
17.44153,16.25207,15.7601,15.50289,15.26192,GALAXY,0.01681147,1.24E-05
18.44055,17.38328,16.97714,16.77186,16.76357,GALAXY,0.03067536,1.10E-05
19.37937,19.25155,19.11111,18.8235,18.64466,QSO,1.700678,0.000337402
19.2994,17.50665,16.6996,16.2825,16.02454,GALAXY,0.06766894,1.86E-05
18.46849,17.24362,16.7843,16.46766,16.27994,GALAXY,0.06958639,6.75E-06
18.77357,18.43026,18.52019,18.59764,18.60887,GALAXY,0.02611163,6.52E-06
18.30684,16.3676,15.51105,15.07734,14.75403,GALAXY,0.07019481,1.13E-05
18.69523,17.40162,16.77486,16.42489,16.17244,GALAXY,0.1012539,1.34E-05
18.79003,17.84723,17.50074,17.16893,17.06233,GALAXY,0.07273865,8.65E-06
17.89588,16.6083,15.95034,15.68801,15.47943,GALAXY,0.03182805,3.18E-05
19.51888,19.50054,19.25636,19.26546,19.30038,QSO,1.343599,0.000220228
19.13045,18.77823,18.62653,18.5762,18.57535,QSO,1.386637,0.000555696
18.37257,17.31072,16.94487,16.70765,16.55759,GALAXY,0.05388616,6.55E-06
17.54026,16.49731,16.03082,15.79395,15.63188,GALAXY,0.03547808,6.40E-06
19.33515,19.12545,18.82962,18.89776,18.8495,QSO,1.013581,0.000442937
18.06449,16.70868,16.05183,15.61847,15.33582,GALAXY,0.05329775,4.87E-06
18.39521,17.30526,16.90272,16.62104,16.41015,GALAXY,0.07364085,6.00E-06
18.95427,17.71963,17.13319,16.78402,16.57933,GALAXY,0.07943989,1.03E-05
18.31944,16.90973,16.31526,15.96458,15.73667,GALAXY,0.07209627,1.43E-05
19.3648,18.06437,17.32417,17.06251,16.51716,GALAXY,0.1073808,1.83E-05
18.5049,17.13763,16.48608,16.1193,15.90496,GALAXY,0.07263675,1.23E-05
19.32507,17.8823,17.22236,16.84118,16.63444,GALAXY,0.1029479,1.14E-05
19.10746,16.76865,15.80336,15.24304,14.81197,GALAXY,0.04626689,2.47E-05
18.32419,17.10063,16.65526,16.35483,16.17432,GALAXY,0.04240532,8.07E-06
19.58872,18.1886,17.32324,16.93052,16.59046,GALAXY,0.1388373,2.78E-05
18.5014,16.93821,16.18652,15.8223,15.5494,GALAXY,0.04770765,1.73E-05
18.36115,16.18686,15.11806,14.55739,14.14765,GALAXY,0.04897842,2.09E-05
19.38887,17.8987,16.9209,16.47262,16.1359,GALAXY,0.1658975,1.87E-05
17.65767,16.19792,15.56326,15.20819,14.95166,GALAXY,0.0484989,1.40E-05
18.91867,17.72341,17.20247,16.93134,16.6646,GALAXY,0.01567859,1.97E-05
18.84904,17.62216,17.24492,16.95236,16.89241,GALAXY,0.0432056,5.56E-06
16.85638,14.91857,14.01961,13.58428,13.26055,GALAXY,0.03641304,9.48E-06
19.26219,18.26796,17.78082,17.4528,17.29392,GALAXY,0.1122484,6.85E-06
19.32237,17.55009,16.78776,16.35278,16.04796,GALAXY,0.09544618,1.73E-05
17.92119,15.95848,14.91579,14.33968,13.84896,GALAXY,0.03210432,1.54E-05
19.36584,18.07406,17.37241,16.94339,16.70287,GALAXY,0.1123932,1.26E-05
19.44318,17.42732,16.45194,16.02757,15.69118,GALAXY,0.1020439,1.79E-05
19.25086,19.00444,18.7579,18.85013,18.78538,QSO,1.010658,0.000153293
19.17247,18.8956,18.81376,18.87866,18.78923,QSO,0.8201547,0.000235748
19.14947,17.1846,16.2383,15.80367,15.42243,GALAXY,0.07597433,1.45E-05
16.60334,14.71177,13.76306,13.29632,12.86508,GALAXY,0.0329877,1.20E-05
18.93988,17.33794,16.50057,16.04088,15.70872,GALAXY,0.08465898,1.68E-05
19.07003,17.7349,17.01913,16.60904,16.33022,GALAXY,0.07027802,1.20E-05
16.72416,15.25811,14.52107,14.11765,13.81901,GALAXY,0.03226489,1.11E-05
19.21053,17.21669,16.20161,15.75227,15.36589,GALAXY,0.1017831,2.15E-05
19.15907,18.00098,17.5056,17.23061,16.98424,GALAXY,0.08097542,1.43E-05
19.18904,17.81877,17.08466,16.62992,16.34319,GALAXY,0.08466534,6.84E-06
19.55323,18.39014,17.77894,17.45769,17.28583,GALAXY,0.1008852,1.09E-05
19.20537,17.54827,16.6886,16.24587,15.90649,GALAXY,0.08501883,1.83E-05
17.70644,16.68064,16.33642,16.01385,15.88866,GALAXY,0.07660151,7.86E-06
16.8453,14.96102,14.06058,13.63455,13.30822,GALAXY,0.04798227,1.05E-05
19.28423,18.07517,17.47776,17.14745,16.92888,GALAXY,0.1143131,1.24E-05
19.10945,17.19692,16.16928,15.68577,15.31303,GALAXY,0.09960102,1.74E-05
19.443,18.17478,17.536,17.15708,16.91854,GALAXY,0.09846824,1.31E-05
19.29057,17.49561,16.66904,16.27272,15.9592,GALAXY,0.05455186,1.54E-05
18.48537,17.5907,17.25212,16.98757,16.94702,GALAXY,0.09733381,6.91E-06
19.03902,17.80746,17.2387,16.85883,16.69026,GALAXY,0.1094135,5.12E-06
19.38031,17.40281,16.29291,15.80656,15.4042,GALAXY,0.1156786,2.58E-05
18.96123,18.0933,17.71126,17.59951,17.40345,GALAXY,0.0144819,3.83E-06
19.1539,17.16189,16.21885,15.77126,15.41584,GALAXY,0.07190833,1.76E-05
19.14465,18.96469,18.75939,18.646,18.62697,QSO,1.374533,0.000338762
19.20464,19.03253,18.95315,19.07024,18.97977,QSO,0.9364942,0.000262997
19.59352,17.68479,16.80323,16.41146,16.11111,GALAXY,0.08838875,1.72E-05
17.54426,16.64001,16.20774,16.01602,15.81666,GALAXY,0.0144966,3.84E-06
18.96755,17.74435,17.22496,16.93207,16.66803,GALAXY,0.08440916,9.21E-06
19.56569,17.71936,16.96365,16.50276,16.17782,GALAXY,0.08380328,8.98E-06
19.12564,19.04645,18.84169,18.88478,18.92264,QSO,1.332686,0.000283741
19.32007,19.24104,19.09988,19.19324,19.27232,QSO,1.006544,0.000527123
16.86889,15.5452,15.05169,14.76963,14.65545,GALAXY,0.03248991,8.28E-06
19.12094,17.35654,16.4868,16.05088,15.71098,GALAXY,0.102465,1.64E-05
19.14391,18.08747,17.54086,17.1353,16.95736,GALAXY,0.09857657,6.79E-06
19.56773,19.5603,19.54708,19.38,19.35289,QSO,1.909932,0.000582374
19.31791,17.44832,16.3993,15.91499,15.53337,GALAXY,0.1268092,2.98E-05
19.03829,18.00724,17.49303,17.14177,16.94939,GALAXY,0.109142,7.02E-06
19.37137,17.31707,16.23928,15.78127,15.43534,GALAXY,0.112694,1.43E-05
19.43852,17.31379,16.191,15.6443,15.25462,GALAXY,0.1116234,3.26E-05
18.53599,17.10058,16.46464,16.08,15.81785,GALAXY,0.08884582,1.04E-05
18.5483,18.36314,18.40968,18.35217,17.97569,QSO,0.3993936,6.85E-05
19.56686,18.17432,17.53496,17.19287,16.91345,GALAXY,0.04882263,1.96E-05
19.3313,17.39548,16.39233,15.9166,15.55219,GALAXY,0.07850101,2.61E-05
18.16877,18.12115,17.84477,17.78097,17.79974,QSO,1.332096,0.000173641
19.20412,18.22405,17.71297,17.2502,17.17064,GALAXY,0.1793358,8.28E-06
19.50659,17.86973,16.91924,16.43724,16.06844,GALAXY,0.1137649,1.32E-05
18.80053,17.26,16.48772,16.06666,15.70558,GALAXY,0.08734484,2.28E-05
19.32959,19.07958,18.74731,18.43167,18.27009,QSO,1.91454,0.000349021
18.96174,17.41525,16.80796,16.39787,16.17428,GALAXY,0.04812614,1.05E-05
19.40705,18.23786,17.91067,17.81863,18.02581,GALAXY,0.01451912,1.02E-05
19.07495,18.09841,17.58767,17.18895,17.09253,GALAXY,0.09322535,9.08E-06
19.01603,17.20855,16.20763,15.70723,15.27828,GALAXY,0.08908103,2.36E-05
19.57762,17.92311,17.15032,16.71221,16.37473,GALAXY,0.1187641,1.51E-05
18.98713,16.89841,15.72337,15.24967,14.86726,GALAXY,0.1441962,2.69E-05
19.15208,17.37288,16.37983,15.89527,15.51031,GALAXY,0.1376226,2.06E-05
19.07998,17.06256,16.05069,15.5874,15.24484,GALAXY,0.1058549,1.51E-05
19.41892,17.50311,16.57794,16.15747,15.84832,GALAXY,0.0841286,1.35E-05
18.45569,16.98303,16.29606,15.92958,15.63364,GALAXY,0.03805419,1.47E-05
19.25962,17.87899,17.15974,16.78724,16.52796,GALAXY,0.1229141,1.55E-05
19.468,19.32965,19.25373,19.11676,18.94422,QSO,2.060393,0.000314131
19.45935,17.55993,16.68416,16.25348,15.96083,GALAXY,0.114278,2.56E-05
17.25809,15.80212,15.12877,14.73815,14.42996,GALAXY,0.03448068,1.22E-05
18.44358,17.05413,16.44759,16.12578,15.92835,GALAXY,0.04260781,1.98E-05
19.22996,18.03886,17.46011,17.10124,16.97767,GALAXY,0.1186614,1.06E-05
19.08708,17.56553,16.83331,16.43948,16.14114,GALAXY,0.05505857,1.11E-05
19.05211,18.88347,18.86881,18.67392,18.74442,QSO,1.804546,0.000334426
17.46805,15.56907,14.643,14.17069,13.80494,GALAXY,0.03735017,1.48E-05
18.78996,17.27944,16.62419,16.25393,15.99393,GALAXY,0.06212737,1.99E-05
18.10367,17.40087,17.21095,16.75804,16.80455,GALAXY,0.08793853,7.54E-06
19.0571,17.96784,17.578,17.28445,17.18403,GALAXY,0.08824476,7.14E-06
17.51302,17.47421,17.29726,17.25443,16.89257,QSO,0.2694045,2.76E-05
19.08126,17.89233,17.40814,17.146,17.05641,GALAXY,0.0360688,9.14E-06
18.70562,17.60771,17.12648,16.77492,16.59935,GALAXY,0.07063398,6.36E-06
19.57965,18.40054,17.77345,17.34949,17.15076,GALAXY,0.09713258,6.99E-06
19.14801,17.32203,16.46177,16.05249,15.72955,GALAXY,0.04561206,1.50E-05
19.00163,17.12133,16.16242,15.75465,15.4325,GALAXY,0.1089786,1.83E-05
19.30991,17.5171,16.48536,15.98424,15.58018,GALAXY,0.08228017,3.57E-05
18.96649,17.29683,16.5347,16.18271,15.89916,GALAXY,0.1243165,2.19E-05
18.80805,17.04887,16.143,15.72972,15.39993,GALAXY,0.09602582,2.34E-05
18.78124,17.32997,16.68302,16.31574,16.1065,GALAXY,0.06773223,1.71E-05
18.43608,17.29709,16.86798,16.57425,16.50604,GALAXY,0.08416912,9.17E-06
18.98995,17.14697,16.27854,15.84727,15.51626,GALAXY,0.05202335,1.23E-05
17.82405,16.0183,15.16747,14.74525,14.40333,GALAXY,0.03668898,9.22E-06
18.83156,16.86935,15.88094,15.45971,15.12146,GALAXY,0.1057882,1.77E-05
18.96172,18.7725,18.69444,18.56431,18.57265,QSO,1.915094,0.000512107
17.22387,15.57761,14.76882,14.35619,14.0493,GALAXY,0.0365804,6.86E-06
19.58152,18.14755,17.19278,16.70778,16.27355,GALAXY,0.1107175,4.69E-05
19.33318,17.40755,16.51182,16.09004,15.77392,GALAXY,0.08337164,1.89E-05
18.67491,16.72253,15.75751,15.33231,15.00711,GALAXY,0.08526251,1.88E-05
19.1239,17.61707,16.93284,16.51152,16.26605,GALAXY,0.08448312,8.65E-06
18.60065,16.66074,15.68368,15.24708,14.90449,GALAXY,0.09973829,1.44E-05
18.59008,17.44957,16.79181,16.37213,16.13319,GALAXY,0.1085067,9.23E-06
18.82165,17.42007,16.66437,16.2605,15.9929,GALAXY,0.08510829,2.74E-05
19.24424,17.8682,17.00059,16.58503,16.27501,GALAXY,0.1658081,2.44E-05
18.75205,17.64136,17.08656,16.74306,16.52641,GALAXY,0.101989,8.08E-06
19.2469,17.85184,17.10549,16.69319,16.36706,GALAXY,0.06355996,1.57E-05
17.28725,15.46106,14.62137,14.19478,13.84053,GALAXY,0.03409381,1.51E-05
18.93593,17.52538,16.72254,16.23322,15.92302,GALAXY,0.08567184,2.17E-05
19.43597,18.08961,17.52969,17.20991,17.03576,GALAXY,0.04547559,2.19E-05
19.13585,18.05768,17.60809,17.21214,17.04348,GALAXY,0.080732,5.94E-06
18.00683,16.09138,15.15352,14.72588,14.41302,GALAXY,0.07918444,1.91E-05
19.18212,17.40137,16.53189,16.04182,15.6664,GALAXY,0.05154056,1.10E-05
19.3218,17.70255,16.72812,16.25347,15.8694,GALAXY,0.1244472,1.49E-05
17.57717,16.36805,15.75409,15.41929,15.12171,GALAXY,0.03368505,7.27E-06
19.57417,18.32438,17.81553,17.45412,17.30368,GALAXY,0.0824774,6.99E-06
19.17802,17.71102,16.98059,16.57346,16.2651,GALAXY,0.05770838,1.80E-05
18.68344,18.46911,18.47189,18.36516,18.17187,QSO,2.090796,0.000311298
18.74794,17.33457,16.74547,16.43086,16.20893,GALAXY,0.03321066,9.46E-06
19.27566,17.50509,16.52504,16.06183,15.68859,GALAXY,0.1248673,2.81E-05
18.94003,16.89479,15.96084,15.40111,14.98752,GALAXY,0.03942682,1.30E-05
18.71408,16.75676,15.78155,15.3515,15.01137,GALAXY,0.09983367,1.43E-05
19.27139,17.22761,16.28502,15.85422,15.52379,GALAXY,0.08449359,1.67E-05
19.51211,18.08547,17.62053,17.32302,17.16258,GALAXY,0.04522798,1.21E-05
19.44147,17.52498,16.49181,16.02561,15.65731,GALAXY,0.1137621,3.54E-05
19.56779,18.92493,18.80936,18.79743,18.55257,QSO,2.486745,0.000152002
19.54286,18.38486,17.76154,17.40888,17.14819,GALAXY,0.1001237,2.10E-05
17.09888,15.73863,15.05111,14.67718,14.36244,GALAXY,0.02978883,1.16E-05
19.19943,17.32343,16.31413,15.86217,15.49481,GALAXY,0.1228001,3.39E-05
17.43535,15.99366,15.21245,14.79672,14.48122,GALAXY,0.02969211,1.26E-05
18.23576,17.11108,16.58313,16.28158,16.0434,GALAXY,0.03773899,8.66E-06
19.34527,17.38038,16.42772,16.00868,15.68585,GALAXY,0.09690142,2.19E-05
19.26527,17.3448,16.24564,15.7551,15.34641,GALAXY,0.1279412,2.24E-05
18.49007,16.57089,15.4939,15.32844,14.65246,GALAXY,0.09665191,2.34E-05
17.45752,15.52313,14.62353,14.20229,13.90279,GALAXY,0.05616843,1.35E-05
19.37152,18.1055,17.557,17.22946,17.06108,GALAXY,0.06433149,2.26E-05
19.07958,17.67465,16.99113,16.6087,16.30996,GALAXY,0.08828481,1.50E-05
19.20307,19.09189,19.08014,18.88795,18.81318,QSO,1.908791,0.000231449
18.44992,17.12175,16.6691,16.3938,16.30151,GALAXY,0.03200852,9.48E-06
18.96885,17.34978,16.64642,16.29474,16.01802,GALAXY,0.04252012,1.19E-05
19.50232,17.47915,16.48869,16.11311,15.76774,GALAXY,0.1325789,2.22E-05
17.6202,16.37955,15.98176,15.74916,15.64243,GALAXY,0.03016401,8.25E-06
18.68915,17.55235,17.02184,16.67249,16.4535,GALAXY,0.05161755,5.82E-06
19.50093,18.28569,17.68044,17.33512,17.1477,GALAXY,0.09631712,1.18E-05
17.64433,16.27488,15.65402,15.21932,14.93243,QSO,0.05442749,2.09E-05
19.0687,17.43955,16.52709,16.05013,15.72287,GALAXY,0.1103169,1.39E-05
19.59255,19.44565,19.10337,19.05541,19.11361,QSO,1.312628,0.000556597
19.18731,18.19026,17.78127,17.43164,17.33937,GALAXY,0.08589727,8.42E-06
19.38126,18.98987,18.994,18.78732,18.76512,QSO,0.5500194,4.55E-05
16.27871,14.90412,14.24437,13.92674,13.68273,GALAXY,0.0328389,2.32E-05
19.42182,18.19618,17.5153,17.07089,16.8347,GALAXY,0.08582452,7.65E-06
19.26842,18.06439,17.54873,17.19767,17.06891,GALAXY,0.0898831,6.45E-06
19.25449,17.22421,16.18938,15.76379,15.38001,GALAXY,0.1151029,1.53E-05
19.38685,17.72029,16.89466,16.47731,16.17797,GALAXY,0.0929124,2.76E-05
19.16521,18.0776,17.64017,17.27612,17.07286,GALAXY,0.08870082,6.77E-06
19.56217,18.33699,17.59128,17.19377,16.96997,GALAXY,0.1496222,8.91E-06
19.38581,17.53035,16.60089,16.17809,15.83261,GALAXY,0.08978396,1.54E-05
19.30024,18.12086,17.70324,17.47474,17.26655,GALAXY,0.03954595,1.28E-05
19.23321,18.9076,18.44451,18.45127,18.58452,QSO,1.16136,0.000198858
18.22019,16.66856,15.96021,15.56436,15.23153,GALAXY,0.03600511,1.04E-05
18.6523,17.47278,16.9374,16.62906,16.39214,GALAXY,0.0559082,1.44E-05
18.62636,16.74003,15.81224,15.36933,15.00197,GALAXY,0.09711946,1.75E-05
17.97237,16.06308,15.19361,14.77744,14.45701,GALAXY,0.04097906,1.13E-05
18.46719,16.45016,15.4425,14.99897,14.63523,GALAXY,0.09170369,1.52E-05
19.12238,18.89453,18.62373,18.70119,18.87826,QSO,1.170313,0.000494042
