aX,aY,aZ,gX,gY,gZ
0.277,-0.534,0.054,-101.257,58.960,-202.759
0.276,-0.604,0.073,-112.732,58.533,-201.660
0.263,-0.713,0.103,-117.737,55.786,-197.021
0.253,-0.791,0.132,-116.516,52.246,-191.223
0.274,-0.822,0.162,-107.666,50.598,-188.477
0.292,-0.859,0.176,-95.215,49.988,-184.937
0.262,-0.900,0.146,-83.740,49.500,-181.824
0.244,-0.906,0.129,-75.195,50.171,-181.824
0.210,-0.954,0.110,-71.472,52.551,-182.373
0.147,-1.019,0.108,-74.890,55.725,-181.702
0.102,-1.093,0.132,-82.886,58.655,-178.894
0.021,-1.178,0.149,-90.637,58.838,-175.049
-0.038,-1.276,0.155,-95.154,56.030,-171.021
-0.100,-1.375,0.177,-96.313,51.270,-164.917
-0.163,-1.481,0.197,-92.529,45.959,-155.579
-0.203,-1.582,0.218,-81.970,41.382,-143.677
-0.246,-1.646,0.220,-65.308,38.269,-129.700
-0.302,-1.659,0.201,-48.157,34.607,-114.563
-0.349,-1.664,0.182,-36.011,29.236,-98.633
-0.375,-1.675,0.174,-30.701,24.414,-80.750
-0.364,-1.674,0.161,-31.494,21.240,-60.059
-0.336,-1.658,0.153,-35.034,20.081,-36.499
-0.306,-1.648,0.144,-38.269,17.151,-11.963
-0.233,-1.588,0.147,-38.391,12.085,9.705
-0.144,-1.483,0.171,-33.936,5.920,27.588
-0.043,-1.387,0.197,-25.269,-0.549,40.833
0.040,-1.287,0.201,-13.611,-4.944,48.950
0.085,-1.178,0.197,-4.150,-8.545,53.101
0.145,-1.095,0.199,1.465,-11.719,53.894
0.201,-1.046,0.209,3.967,-13.733,52.856
0.236,-0.996,0.221,3.906,-14.099,50.781
0.284,-0.963,0.224,1.953,-13.733,48.157
0.353,-0.948,0.216,0.488,-13.062,45.654
0.396,-0.907,0.215,0.183,-11.292,44.678
0.422,-0.847,0.200,0.183,-9.521,42.725
0.437,-0.791,0.186,1.404,-7.935,38.147
0.434,-0.763,0.171,3.540,-6.104,30.212
0.437,-0.760,0.148,5.981,-5.005,19.348
0.428,-0.766,0.120,8.179,-4.883,7.324
0.401,-0.796,0.099,10.071,-5.493,-2.991
0.383,-0.848,0.099,10.376,-5.981,-10.437
0.368,-0.884,0.105,9.033,-6.287,-14.587
0.340,-0.904,0.107,7.080,-5.554,-15.625
0.316,-0.921,0.102,4.944,-3.906,-14.771
0.296,-0.943,0.097,3.601,-2.808,-14.038
0.265,-0.959,0.089,2.380,-2.014,-13.489
0.244,-0.975,0.070,1.892,-1.709,-12.878
0.223,-0.993,0.063,2.502,-2.380,-12.390
0.205,-1.006,0.069,3.662,-3.479,-11.169
0.204,-1.018,0.080,4.333,-4.761,-9.155
0.208,-1.019,0.093,4.272,-6.042,-6.287
0.209,-1.016,0.101,3.174,-5.981,-2.808
0.214,-1.017,0.113,1.648,-5.310,1.160
0.231,-1.020,0.122,1.160,-5.066,4.761
0.242,-1.004,0.120,2.869,-5.554,7.324
0.256,-0.985,0.112,5.798,-6.714,8.545
0.270,-0.957,0.108,7.996,-6.836,9.155
0.289,-0.935,0.105,8.240,-6.042,9.827
0.304,-0.917,0.097,6.470,-5.310,10.620
0.327,-0.913,0.092,4.333,-4.517,10.803
0.338,-0.908,0.090,2.563,-3.906,10.803
0.359,-0.900,0.081,1.892,-3.967,10.620
0.365,-0.880,0.082,2.869,-4.272,9.644
