aX,aY,aZ,gX,gY,gZ
-0.192,0.027,0.768,67.688,67.871,86.975
-0.148,0.023,0.744,78.247,62.134,94.788
-0.069,0.094,0.740,83.618,51.880,101.624
-0.022,0.247,0.773,89.539,35.767,102.478
0.083,0.344,0.813,96.863,19.348,91.370
0.233,0.402,0.850,100.037,8.728,70.251
0.325,0.353,0.904,91.919,1.221,48.767

1.743,-0.091,0.704,7.935,-14.709,-2.625
1.908,0.031,0.666,16.113,-25.208,-4.333
2.032,0.114,0.645,14.099,-30.029,-10.376
2.056,0.122,0.661,-7.202,-31.128,-19.653
1.991,0.088,0.679,-44.373,-30.212,-27.283
1.867,0.034,0.701,-78.857,-29.724,-34.668
1.726,-0.011,0.708,-98.328,-32.349,-43.152
1.577,-0.078,0.744,-101.929,-37.109,-50.476
1.431,-0.123,0.802,-98.511,-44.617,-54.565
1.262,-0.080,0.818,-93.628,-51.331,-56.335
1.104,-0.011,0.825,-83.069,-53.345,-56.519
0.906,0.135,0.828,-69.092,-49.683,-56.213
0.677,0.303,0.796,-54.382,-38.879,-59.937
0.375,0.484,0.740,-40.283,-21.362,-68.115
0.171,0.701,0.552,-31.921,2.686,-75.928
-0.269,0.934,0.388,-28.564,27.954,-75.317
-0.825,1.209,0.188,-44.312,48.401,-72.388
-1.449,1.452,-0.008,-83.496,55.481,-67.200
-2.033,1.510,-0.024,-136.108,48.950,-57.190
-2.444,1.510,0.050,-179.687,20.142,-47.485
-2.918,1.462,0.420,-174.316,-26.245,-49.438
-3.276,1.378,0.702,-125.549,-83.008,-71.045
-3.228,1.155,1.174,-56.946,-116.699,-100.342
-3.196,0.994,1.461,-14.160,-152.954,-129.883
-3.024,0.735,1.675,2.441,-180.847,-159.668
-2.788,0.278,1.880,7.690,-183.533,-183.472
-2.476,-0.396,1.962,-2.930,-175.171,-197.693
-2.005,-1.092,1.918,-26.672,-163.330,-188.660
-1.571,-1.582,1.820,-44.861,-146.423,-145.447
-1.318,-1.727,1.729,-33.569,-115.845,-77.332
-1.142,-1.487,1.619,6.287,-68.237,-6.042
-1.079,-0.944,1.513,62.012,-12.085,58.899
-1.156,-0.272,1.460,116.455,34.119,108.276
-1.233,0.274,1.315,152.832,68.054,135.803
-1.289,0.633,1.182,161.682,95.642,142.151
-1.250,0.867,1.029,136.780,118.164,132.568
-1.184,0.955,0.896,93.262,131.104,118.530
-1.121,0.922,0.795,49.500,134.277,104.370
-1.089,0.838,0.740,14.404,128.845,91.431
-1.028,0.711,0.705,-6.042,118.225,79.285
-0.938,0.578,0.708,-12.634,105.652,66.223
-0.825,0.444,0.721,-9.949,90.332,53.711
-0.662,0.265,0.758,-1.709,72.388,45.837
-0.420,0.122,0.808,9.216,55.908,46.875
-0.216,0.014,0.908,24.109,45.654,59.448
-0.077,0.059,0.973,39.063,40.466,76.172
-0.018,0.173,0.994,54.199,35.767,85.449
-0.033,0.279,1.013,70.862,31.250,83.252
-0.034,0.320,1.041,79.102,27.527,74.768
0.030,0.284,1.024,75.684,26.489,65.125
0.106,0.244,1.021,66.895,25.818,56.274
0.116,0.250,0.995,56.824,23.682,50.537
0.221,0.194,0.942,49.622,20.691,45.654
0.346,0.136,0.886,48.950,16.602,43.579
0.388,0.113,0.876,53.284,11.902,41.260
0.456,0.039,0.861,56.274,5.371,37.292
0.420,-0.002,0.925,53.711,0.671,35.645
0.339,-0.033,0.994,44.495,1.160,35.034
0.414,-0.122,1.014,33.325,7.263,36.072
0.435,-0.179,1.044,25.940,18.738,39.001
0.407,-0.174,1.045,23.682,28.931,39.795
0.492,-0.198,0.958,23.743,32.715,39.063
0.628,-0.199,0.871,33.752,32.776,35.645
0.704,-0.198,0.801,50.598,28.320,31.067
0.687,-0.136,0.790,63.354,23.315,29.053
0.747,-0.079,0.759,65.552,19.409,27.161
0.775,-0.050,0.766,64.331,16.541,24.902
0.716,-0.016,0.808,59.204,13.916,23.376
0.742,-0.030,0.809,49.072,12.756,22.034
0.818,-0.052,0.819,40.649,13.123,21.973
0.820,-0.031,0.817,38.574,10.986,22.461
0.819,-0.014,0.797,40.283,7.568,20.447
0.849,-0.033,0.747,38.818,5.920,15.503
0.852,-0.039,0.727,33.142,4.517,11.719
0.819,-0.056,0.725,23.193,2.258,9.216
0.777,-0.067,0.740,11.414,-0.244,8.240
0.754,-0.077,0.770,3.418,-3.418,7.690
0.734,-0.111,0.821,1.282,-8.057,6.958
0.700,-0.111,0.881,2.380,-12.756,6.653
0.711,-0.107,0.940,4.700,-15.015,5.798
0.689,-0.095,0.966,7.568,-15.564,5.127
0.600,-0.091,1.000,8.057,-13.855,4.700
0.594,-0.104,0.981,4.700,-7.263,3.784
0.563,-0.108,0.966,-0.916,0.305,2.625
0.500,-0.129,0.928,-6.470,5.371,2.258
0.438,-0.141,0.894,-11.108,8.301,2.441
0.366,-0.136,0.883,-14.038,8.118,1.770
0.309,-0.135,0.886,-14.282,4.333,-0.122
0.283,-0.150,0.907,-13.367,-2.075,-2.075
0.266,-0.163,0.943,-11.047,-8.545,-3.357
0.276,-0.179,0.982,-8.057,-13.000,-4.639
0.287,-0.194,1.003,-5.859,-14.282,-5.737
0.298,-0.205,1.011,-3.967,-13.245,-5.493
0.288,-0.221,1.009,-2.014,-9.644,-4.395
0.289,-0.219,0.994,0.122,-4.578,-3.113
0.274,-0.202,0.980,2.686,-0.366,-1.648
0.260,-0.187,0.955,5.188,3.113,-0.549
0.254,-0.164,0.928,6.104,4.578,0.183
0.228,-0.142,0.919,6.897,3.540,0.549
0.225,-0.147,0.923,7.812,1.160,0.366
0.233,-0.161,0.924,8.118,-1.160,0.366
0.234,-0.178,0.924,10.315,-2.319,0.122
0.245,-0.186,0.925,12.817,-3.723,0.122
0.258,-0.174,0.912,14.893,-4.272,0.610
0.267,-0.155,0.902,18.005,-3.723,0.366
0.252,-0.136,0.895,19.409,-2.625,-0.366
0.245,-0.125,0.881,17.639,-1.038,-1.160
0.246,-0.129,0.873,13.672,0.488,-1.099
0.240,-0.130,0.870,8.606,2.380,-0.061
0.201,-0.139,0.870,5.737,3.296,1.221
0.190,-0.141,0.872,4.883,2.319,1.648
0.180,-0.142,0.869,3.723,-0.366,1.465
0.173,-0.150,0.876,3.906,-3.784,2.014
0.175,-0.150,0.879,4.150,-7.690,1.465
0.195,-0.145,0.893,5.432,-10.193,0.732
0.195,-0.125,0.921,6.897,-11.292,-0.610
0.185,-0.137,0.931,7.019,-10.620,-2.563
0.168,-0.160,0.935,5.615,-8.789,-3.906
0.142,-0.175,0.936,3.601,-6.531,-4.883
