aX,aY,aZ,gX,gY,gZ
0.094,0.330,-0.179,161.133,-231.140,13.428
0.140,0.269,-0.044,174.438,-232.239,2.930
0.181,0.238,0.138,183.289,-235.840,-1.038
0.160,0.260,0.360,188.171,-245.422,-2.075
0.158,0.306,0.546,180.542,-257.507,-3.052
0.193,0.314,0.747,162.476,-263.977,-3.784
0.215,0.394,0.884,146.240,-261.841,-3.784
0.285,0.429,1.049,142.151,-252.930,-2.380
0.333,0.369,1.212,144.287,-238.647,-2.380
0.386,0.272,1.223,136.475,-221.497,-2.502
0.439,0.264,1.163,119.385,-202.515,2.319
0.469,0.287,1.120,100.891,-189.026,11.597
0.467,0.284,1.037,84.351,-182.800,18.555
0.421,0.345,0.932,68.481,-177.979,22.827
0.362,0.429,0.897,62.744,-173.096,26.672
0.286,0.507,0.922,71.899,-170.410,26.489
0.247,0.611,1.082,88.318,-168.884,21.973
0.243,0.583,1.298,107.178,-168.457,13.794
0.296,0.505,1.416,114.807,-163.757,2.075
0.346,0.483,1.513,106.323,-157.043,-5.188
0.365,0.461,1.617,91.187,-151.917,-6.165
0.376,0.455,1.667,76.843,-144.775,-5.371
0.419,0.446,1.577,60.974,-129.944,-4.944
0.476,0.384,1.397,46.082,-108.643,-3.662
0.503,0.371,1.157,36.194,-89.539,-0.427
0.480,0.385,0.955,34.241,-79.529,4.578
0.427,0.408,0.875,38.452,-78.613,8.423
0.349,0.448,0.875,46.082,-82.458,9.644
0.284,0.509,0.937,56.335,-86.060,6.348
0.251,0.518,1.037,69.580,-88.318,0.610
0.282,0.481,1.129,82.764,-86.731,-6.714
0.353,0.394,1.217,87.708,-82.275,-14.526
0.412,0.324,1.259,80.627,-76.111,-17.334
0.444,0.257,1.206,65.918,-67.932,-14.709
0.463,0.216,1.078,48.218,-58.838,-7.629
0.435,0.174,0.900,32.410,-52.185,0.061
0.411,0.256,0.827,23.010,-53.284,6.775
0.326,0.288,0.759,18.860,-59.265,13.123
0.252,0.368,0.828,20.325,-63.782,16.907
0.179,0.427,0.932,30.029,-70.984,16.418
0.156,0.439,1.034,39.612,-74.097,11.841
0.151,0.454,1.130,46.021,-74.280,5.615
0.146,0.435,1.180,51.270,-69.275,-0.305
0.173,0.396,1.204,56.152,-60.425,-5.005
0.205,0.361,1.217,58.472,-50.781,-7.507
0.249,0.311,1.187,54.199,-42.969,-9.827
0.298,0.255,1.115,44.495,-37.170,-10.864
0.330,0.192,1.027,34.851,-35.217,-9.399
0.334,0.158,0.921,23.437,-36.682,-4.700
0.270,0.194,0.849,10.132,-43.457,0.488
0.195,0.260,0.879,4.333,-53.406,4.761
0.135,0.311,0.966,8.911,-61.829,5.920
0.101,0.358,1.062,17.456,-64.026,3.723
0.100,0.373,1.147,26.367,-58.655,-0.549
0.107,0.357,1.205,35.217,-51.575,-4.822
0.146,0.317,1.256,40.833,-43.640,-8.423
0.175,0.276,1.284,40.039,-36.499,-10.803
0.202,0.233,1.267,34.119,-30.029,-10.925
0.236,0.193,1.213,25.391,-24.353,-9.094
0.235,0.165,1.131,14.282,-22.156,-5.493
0.243,0.171,1.034,2.930,-21.912,-2.319
0.222,0.199,0.930,-4.395,-24.658,0.549
0.205,0.236,0.862,-6.226,-29.541,2.563
0.175,0.260,0.836,-3.601,-34.790,2.625
0.148,0.257,0.856,0.732,-39.063,0.244
0.133,0.254,0.883,6.531,-40.955,-1.099
0.146,0.251,0.924,14.526,-40.405,-1.038
0.142,0.253,0.980,21.118,-40.100,-1.221
0.129,0.237,1.001,22.583,-39.001,-0.549
0.095,0.222,0.966,20.386,-39.001,0.671
0.102,0.228,0.915,15.442,-43.396,0.549
0.084,0.228,0.900,11.047,-48.706,-0.061
0.063,0.212,0.906,10.376,-51.575,-0.244
0.053,0.191,0.910,13.367,-50.049,0.122
0.064,0.176,0.901,17.578,-48.096,1.343
0.051,0.173,0.913,20.874,-47.791,3.479
0.041,0.175,0.944,23.560,-47.974,4.700
0.003,0.181,0.971,27.405,-49.500,6.165
-0.011,0.181,1.017,32.593,-49.622,7.507
-0.014,0.169,1.062,36.011,-47.180,7.507
-0.021,0.162,1.057,34.424,-44.250,7.385
-0.032,0.163,1.094,28.992,-41.931,8.118
-0.062,0.174,1.021,13.977,-43.396,9.338
-0.051,0.177,0.954,5.310,-40.649,7.874
-0.068,0.170,0.943,10.315,-36.743,7.324
-0.081,0.172,0.947,17.334,-35.156,7.996
-0.064,0.168,0.973,23.315,-34.363,9.155
-0.092,0.163,1.006,28.992,-34.302,11.230
-0.061,0.251,1.104,37.964,-30.273,10.254
-0.066,0.290,1.224,59.326,-26.550,3.235
-0.081,0.201,1.249,80.200,-17.761,3.784
-0.091,0.077,1.149,86.426,-5.920,13.489
